R;P;T
5,91623E+08;-2,828178E+07;-575125,5
5,954769E+08;-2,781088E+07;-658743,1
5,993147E+08;-2,734197E+07;-742008,5
6,031343E+08;-2,687526E+07;-824881,6
6,069341E+08;-2,641099E+07;-907322,4
6,107121E+08;-2,594938E+07;-989291,6
6,144666E+08;-2,549064E+07;-1070750
6,181957E+08;-2,503499E+07;-1151660
6,218978E+08;-2,458265E+07;-1231982
6,255711E+08;-2,413383E+07;-1311680
6,29214E+08;-2,368873E+07;-1390717
6,328248E+08;-2,324756E+07;-1469056
6,364017E+08;-2,281051E+07;-1546664
6,399433E+08;-2,237778E+07;-1623503
6,434479E+08;-2,194956E+07;-1699542
6,469142E+08;-2,152605E+07;-1774746
6,503404E+08;-2,110741E+07;-1849084
6,537253E+08;-2,069383E+07;-1922524
6,570674E+08;-2,028548E+07;-1995035
6,603653E+08;-1,988252E+07;-2066588
6,636177E+08;-1,948513E+07;-2137154
6,668234E+08;-1,909345E+07;-2206705
6,69981E+08;-1,870763E+07;-2275215
6,730895E+08;-1,832782E+07;-2342657
6,761476E+08;-1,795416E+07;-2409008
6,791544E+08;-1,758678E+07;-2474244
6,821087E+08;-1,722581E+07;-2538342
6,850096E+08;-1,687136E+07;-2601281
6,878561E+08;-1,652356E+07;-2663041
6,906474E+08;-1,618251E+07;-2723602
6,933827E+08;-1,58483E+07;-2782948
6,960611E+08;-1,552104E+07;-2841060
6,98682E+08;-1,52008E+07;-2897924
7,012448E+08;-1,488768E+07;-2953526
7,037487E+08;-1,458174E+07;-3007853
7,061933E+08;-1,428304E+07;-3060892
7,085782E+08;-1,399165E+07;-3112634
7,109028E+08;-1,370763E+07;-3163069
7,131668E+08;-1,3431E+07;-3212190
7,153699E+08;-1,316181E+07;-3259989
7,175119E+08;-1,29001E+07;-3306463
7,195925E+08;-1,264587E+07;-3351606
7,216118E+08;-1,239915E+07;-3395416
7,235695E+08;-1,215994E+07;-3437892
7,254658E+08;-1,192825E+07;-3479034
7,273006E+08;-1,170407E+07;-3518843
7,290741E+08;-1,148737E+07;-3557321
7,307865E+08;-1,127815E+07;-3594474
7,32438E+08;-1,107636E+07;-3630305
7,340289E+08;-1,088198E+07;-3664822
7,355596E+08;-1,069495E+07;-3698032
7,370304E+08;-1,051523E+07;-3729945
7,384419E+08;-1,034276E+07;-3760570
7,397947E+08;-1,017748E+07;-3789920
7,410893E+08;-1,00193E+07;-3818008
7,423263E+08;-9868150;-3844848
7,435066E+08;-9723944;-3870454
7,446307E+08;-9586587;-3894845
7,456996E+08;-9455978;-3918037
7,467142E+08;-9332010;-3940050
7,476754E+08;-9214570;-3960904
7,485841E+08;-9103537;-3980620
7,494415E+08;-8998785;-3999221
7,502485E+08;-8900181;-4016731
7,510063E+08;-8807586;-4033173
7,517162E+08;-8720856;-4048574
7,523792E+08;-8639840;-4062960
7,529968E+08;-8564382;-4076359
7,535702E+08;-8494320;-4088800
7,541009E+08;-8429488;-4100312
7,545901E+08;-8369713;-4110926
7,550394E+08;-8314819;-4120674
7,554502E+08;-8264623;-4129587
7,558241E+08;-8218938;-4137700
7,561626E+08;-8177575;-4145045
7,564674E+08;-8140337;-4151657
7,5674E+08;-8107026;-4157572
7,569822E+08;-8077438;-4162826
7,571956E+08;-8051366;-4167455
7,573819E+08;-8028600;-4171498
7,575429E+08;-8008926;-4174991
7,576804E+08;-7992128;-4177974
7,577961E+08;-7977987;-4180485
7,578919E+08;-7966279;-4182564
7,579697E+08;-7956781;-4184251
7,580312E+08;-7949266;-4185585
7,580783E+08;-7943505;-4186608
7,58113E+08;-7939268;-4187361
7,581372E+08;-7936323;-4187884
7,581526E+08;-7934437;-4188219
7,581613E+08;-7933376;-4188407
7,581651E+08;-7932904;-4188491
7,581661E+08;-7932786;-4188512
