R;P;T;RMinus;PMinus;TMinus
6994,99144429813;6511,2859537225;6865,76155553656;-101;-97;-87
7341,35171935784;6901,54638587889;7175,88651190864;-99;-85;-85
6881,75944905341;6591,06525374465;6753,50218427634;-73;-67;-67
6723,48268160719;6433,03188471287;6577,50156905803;-103;-85;-97
6205,16224876355;5926,10071030156;5974,21158443648;-92;-72;-82
6509,89180819612;6180,10730405439;6343,40123209619;-114;-94;-102
5950,58268384174;5741,93539692026;5746,22463664755;-84;-58;-78
6357,87894056486;6005,68668883903;6134,38757470536;-101;-79;-91
6272,39149270801;5877,9544272729;6089,11412836652;-104;-82;-90
5754,56157470526;5449,64862635413;5600,60825904136;-99;-77;-87
5414,24831832083;5127,39637161328;5305,22068813999;-65;-57;-57
5968,01931906569;5420,78665913737;5731,23040161227;-81;-71;-75
5766,1059552485;5418,75298616994;5585,80545377492;-61;-53;-59
5417,2876250205;5042,56354430228;5217,19099445536;-70;-68;-72
4781,9308589055;4524,31741462977;4712,59111075768;-65;-41;-55
4981,82072936439;4615,45022708023;4909,12913196939;-77;-73;-69
4896,25242702624;4604,34813650241;4758,76256814927;-59;-43;-55
4937,44280614298;4639,72805522232;4845,73585387134;-81;-67;-81
4863,68215710051;4503,99842219657;4730,71686376917;-70;-56;-58
4587,20027243125;4361,19784611882;4474,41834787936;-77;-67;-75
4337,14782911407;3962,43780414528;4144,12314025561;-60;-48;-52
4413,00558530948;4014,05330474767;4248,85437645346;-57;-57;-61
3985,28702814566;3515,9136674256;3794,35310679506;-53;-39;-47
3849,72298408767;3662,32043389681;3790,12671193699;-37;-37;-41
3472,53307290213;3304,50272339957;3348,66868409838;-45;-31;-47
3599,8098107216;3454,56485956769;3547,38914485934;-50;-46;-40
3510,25803315428;3401,99991548978;3460,16794848019;-37;-27;-33
3508,58224762542;3449,63882495482;3523,45802176753;-34;-18;-24
3533,06323008924;3443,3331787264;3546,91593097996;-20;-18;-22
3453,19925501727;3326,77101344648;3525,88949303005;-6;-6;-4
3731,2269322155;3526,96884949227;3754,27469666024;-17;-15;-17
3543,29662224099;3347,81165173319;3498,90937453729;-18;-18;-20
3283,40079422792;3118,78964173794;3250,35322931409;10;10;8
3321,74346653799;3249,03310145689;3425,09291556712;-17;-11;-13
3357,3810343682;3230,60533696187;3414,60419686233;-29;-25;-27
3098,37639535798;2905,14821831385;3108,86668523153;-22;-18;-24
3225,22209344394;2944,85666800236;3149,62971585039;-5;-3;-3
3100,28674171084;2943,29303995768;3096,98707840935;-23;-19;-23
3229,3788579594;3177,8569444483;3155,89487984397;-1;-5;-1
3615,78647224271;3499,39924216757;3570,67028380413;-3;-1;-3
3390,28194106709;3295,9129150564;3381,5515126315;0;-2;0
3308,3390244704;3225,80962000138;3256,78369668814;-5;-3;-7
3784,2197894454;3515,79741048813;3610,80179071426;4;6;4
3671,09141438802;3240,32155659993;3716,40792541504;4;6;4
4190,78003399189;3990,32256669265;4491,69014094426;0;0;0
3377,712442481;3142,38051505711;3698,39643395465;-3;-5;-5
2898,04817685214;2685,44029201161;3052,73057209362;-6;-8;-8
3629,64273370396;3560,56045254794;3577,95090480284;2;0;2
3022,84143066406;3124,88513163516;3206,95696057771;7;5;5
3373,60854848226;3632,09185451931;3645,8531528049;8;6;6
2259,80976412031;2610,31849797567;2314,68752288818;0;0;2
2006,21669685139;2373,63294534122;2032,09201767865;1;3;1
2115,65275039673;1822,50176035563;2031,83343836466;1;1;3
2288,5942721049;1910,62883351644;2210,89575093587;1;-1;1
2670,34680506388;2349,78311157227;2583,27551472982;3;5;5
2820,55557250977;2726,56450721196;2902,12530190604;-6;-6;-6
2824,63440704346;2960,98876953125;2911,82679530552;6;2;4
2570,27195358276;2546,30616408128;2482,04346231314;3;1;1
2008,96698509563;2165,63718171553;1884,8197073503;3;3;1
2001,56990475125;1389,58453199599;1831,48881064521;5;7;5
2393,58878871373;2096,09386444092;2564,02568708147;1;-1;1
2062,95804268973;1978,74499075753;2209,29801722935;-1;-1;-1
1617,4127066476;1720,17034476144;1831,47002301897;3;1;3
3210,71105957031;2958,67881266276;2795,53684488932;2;2;2
1989,76501719157;2048,48618570964;1781,13830566406;0;0;0
1468,46728515625;1077,53524475098;1718,40517578125;3;3;3
1514,35678100586;1143,7647690773;1831,71824645996;0;-2;0
2259,67657470703;1861,03938293457;2349,07928466797;0;-2;0
1531,48036193848;1501,16317749023;1385,90580749512;0;-2;0
2544,30880737305;3213,59912109375;2733,15835571289;-2;-2;-2
2980,6819152832;3578,41799926758;2966,1407623291;-2;-2;-2
3487,24861653646;4226,73234049479;3665,34383138021;-3;-3;-3
3016,14647420247;3548,11067708333;3146,58804321289;-3;-3;-3
9,15754508972168;634,165649414063;145,549194335938;1;-1;-1
