R;P;T;RMinus;PMinus;TMinus
21960,0717171447;28115,2729529812;20454,6944545067;-21;-15;-15
23310,6129062862;29004,1562449834;21159,3979009341;-29;-21;-27
21987,8892521793;28200,6470872017;20757,3440643729;-23;-19;-25
22602,2673348205;28741,2872151414;20804,3501167297;-19;-15;-25
22950,8986109903;29266,6629387059;21263,5047565617;-7;-5;-7
23449,1835210095;29422,054815005;21568,5583629869;-23;-23;-23
22289,3862142694;28904,8062317731;20914,5411920417;-19;-21;-13
22138,810781087;28288,33472295;20405,3605338319;-13;-11;-15
21815,7006984345;27835,6664743815;19844,9486881413;-13;-7;-13
21138,9076387588;27405,7257140695;19908,2741712283;-15;-19;-17
21571,0468357034;27230,0112170912;19915,2987068908;-19;-11;-13
20583,9774962125;26731,8413800801;18845,1249097014;-5;-11;-9
20430,1088382251;25703,8021900752;18594,1424397508;-19;-19;-25
20081,559626122;25889,1367118522;18185,4129729598;-7;-5;-5
19145,3361884764;24691,3543408538;17995,6912482275;-13;-5;-15
17847,7963704148;23735,3436885468;16783,7093196503;-13;-9;-13
18218,6194014876;23575,9769735467;16058,1672302664;-9;-7;-11
17097,4169403494;22824,2041199567;15364,0533976098;-7;-5;-15
17322,1732077403;22325,6224432122;15896,2492732218;-17;-7;-19
16554,5816008685;21731,7033708128;15167,2634812446;7;1;7
16733,6745197871;20824,0377000783;15247,4760084805;-21;-13;-19
15649,2589899351;20609,7269232763;14107,992102427;-9;-13;-13
16442,1377805553;20701,0398622278;14726,3561123365;-19;-13;-19
16368,3230593956;20447,6650386445;14308,5300425699;-5;-9;-3
14575,7673874946;19379,7320067523;13214,6112921205;-13;-7;-23
15682,4108995411;20038,0169376739;14486,7748421447;-5;-7;-11
16589,8291324981;20980,409286081;15220,2481576972;-13;-15;-19
16319,5387432151;20159,3334707495;14843,9611767285;-3;-5;-3
16251,1975735181;19937,3076150973;14997,8223860231;-15;-15;-21
15934,2175025417;19584,1168331773;14134,6716229164;3;5;7
16555,9875998301;20049,2309269317;15181,5450029765;-17;-11;-17
16373,8386096693;20361,8036844959;14709,8544432627;3;-3;7
16077,8948692426;19957,4832422962;14857,258741823;-19;-11;-23
16817,1744614693;21039,8647431674;15143,6693487298;-7;-9;-7
16060,5364396605;19804,9453534688;14966,5603986766;-21;-15;-27
16019,3026702045;20234,0747450737;14775,0513893545;7;3;7
16815,0502835626;20311,4121206623;15936,5675032106;-21;-17;-21
15776,9804470115;19765,1491038179;14233,9915470881;-1;-3;-1
16158,1200732924;19531,4444893615;14682,0373928122;-15;-17;-25
16000,7245947433;19763,7191747378;14490,0700867535;9;-1;9
15148,7731737111;18689,0977482208;13924,1768331658;-23;-13;-23
14154,6039194603;17384,8623161838;13453,2242582138;-3;-3;3
14962,3071144836;18936,8380386144;13885,0390489134;-21;-13;-17
14757,2640531357;18855,8600307099;13765,4132074853;-1;-5;-9
15194,1208644501;18873,300911211;13933,9924576642;-23;-13;-23
13150,757018651;17511,2159775904;12209,3571091743;-1;3;3
15051,2224850125;18418,0734341939;14392,6513523526;-16;-10;-18
14683,4291771783;18723,9306693077;14043,1433887482;0;-4;0
15124,4906715817;17902,7764498393;14275,1469064487;-24;-16;-28
13375,0056516859;17223,4328394996;12645,7767003377;0;-6;10
14587,2473797865;18068,7596435547;14106,5683172521;-21;-15;-21
14392,274955857;17692,0220680774;13447,9871045502;-3;-7;-1
14076,9359624084;17762,0146927095;13755,3331783456;-21;-19;-25
13910,7493191571;17521,4340343207;13109,9564730953;-3;-3;-3
13786,2462082984;17621,9870564367;13590,4740407165;-17;-17;-25
13837,3888604607;17689,0986681656;13001,4099219954;-7;-11;-5
13803,390470263;17658,392489581;13377,6892833978;-17;-19;-27
13520,9670512508;16778,6178990754;12663,2293542137;-11;-3;-5
13743,6262843172;17474,6097111232;13573,2982427033;-21;-19;-25
13318,2014142963;16850,2226884869;12769,9791919547;-9;-17;-5
13950,0601602474;17237,1634817795;13537,7709137823;-13;-13;-21
13818,2428967113;17296,6240264463;13380,7690326529;-9;-13;-1
13515,1724896498;16620,8858900473;13239,8546602491;-9;-7;-17
12410,9234465478;15943,8904222838;11825,4884639256;-3;-3;5
13676,4732086045;16418,7550223214;13519,564995466;-8;-12;-16
13485,1267147341;16403,9627804963;12611,5904815784;-15;-13;-11
14000,4342310809;16802,7934384;13867,6163391998;-15;-9;-15
13818,2227977808;16830,9282115992;13091,8133615964;-9;-11;-3
14124,6775388856;16825,0283344656;14155,0430536685;-13;-7;-15
13827,4180165166;16469,1721758635;13280,9982808431;-7;-15;-3
13968,5185885222;16659,2148481728;13575,5961334671;-11;-15;-19
13503,1820784859;16385,3875551086;13052,6605308643;-7;-1;-1
13904,7266118146;16651,1458883977;13588,0630369325;-11;-13;-17
13625,5206732266;15563,6661914328;13022,7722287385;-11;-11;-7
12748,4551675769;15159,3983084637;12613,4974252452;-17;-15;-19
12488,3778443267;15027,5086579254;11928,9828398331;-9;1;-1
12806,2518230936;15412,4518288875;12762,6795902529;-17;-9;-17
12770,6969425367;15639,3340434199;12173,8271775177;9;1;11
12652,7629655479;15162,4351169752;12381,5101736318;-11;-15;-19
11899,7691433672;14882,8425062981;11451,0438478304;11;9;17
13375,4386910701;15612,4172177522;13387,2108543507;-23;-19;-17
12403,2190790591;14898,7818289494;11763,9376505976;15;13;21
12434,1864208277;15317,8347634578;12216,9394433948;-15;-15;-29
11968,7753618766;14604,7354451055;11365,6393848364;11;13;19
12600,4803969895;15484,0521852797;12173,3228481127;-19;-15;-23
10756,4861364926;13412,7436808418;10110,9628147798;20;10;28
11689,1486400716;14024,0652420942;11359,4454224951;-22;-20;-28
11301,6776775472;13864,7056202608;10602,0090798771;10;6;14
11412,1195760615;13711,4796562195;11283,101394485;-26;-26;-24
11023,0563840305;12978,1634059233;10434,7365359138;16;14;22
11383,2294936741;13246,1647415161;10959,3799446891;-28;-24;-36
11484,3732567403;13740,6680767145;10702,145147836;23;19;21
11954,8723953019;13860,6038276331;11519,7278392279;-31;-25;-37
11022,5103184714;13468,7167299185;10125,8264808939;15;13;19
11667,7218766853;13527,2797726304;11196,1483180487;-29;-25;-31
11148,3564774243;13788,5199276369;10564,5762550012;9;5;19
12142,2644819573;14205,934885509;11649,4342696916;-27;-23;-27
11176,3399211827;13555,850234416;10529,4948678088;21;17;25
11403,6875264182;13739,5115754996;10967,4843258075;-31;-27;-31
11360,227168069;13349,0661325028;10965,8967230498;19;15;25
11597,7368457679;13986,9883224025;11381,5345588453;-30;-30;-36
11390,413112886;13584,4134789669;10773,8388662627;16;12;20
9661,5843891664;11533,6885974768;9356,89993609804;-28;-22;-32
8613,51882153749;10243,7734339237;8030,09965920448;14;16;20
9132,24527174234;10607,2823090553;8845,82924830914;-28;-20;-30
9242,80071585057;10939,6753405555;8717,3709334034;7;11;13
9779,22971191406;11704,991877053;9417,54596446644;-21;-17;-25
9234,44735152633;11259,9110525626;8407,70480290166;8;2;10
9272,18645183857;11166,7260354849;8829,39980726976;-16;-12;-20
8363,73570380491;10352,4752767226;8076,80299960866;7;7;15
8435,21090438843;10082,8416394043;7949,80997589111;-16;-10;-22
7745,00527832031;9625,15199920654;7091,13410217285;6;8;14
8390,58631799576;9643,53868525079;8020,53122184124;-13;-9;-15
7678,76522177838;9210,48910506228;7638,20759030606;11;15;13
7346,50465750176;9225,61616582456;7203,17241502845;-14;-10;-22
7612,95811225043;8628,50597974989;7039,30134514703;5;7;11
7925,84014519586;9325,95588039822;7887,76471828885;-19;-17;-19
7639,05438774957;8704,02684631348;7042,83026869032;17;15;19
6835,93161530928;8101,35836098411;6636,49445481734;-18;-16;-22
6770,04283939708;7691,97823645852;6594,90470400724;16;14;18
7022,81957786028;8053,6997609693;6796,39132175889;-17;-15;-21
6402,12862910781;7551,91061188454;5860,2422813593;11;9;11
6003,55065549806;7071,52848496548;5704,63439091971;-19;-21;-25
6171,87777106706;7075,60990515421;5845,00068416152;5;3;5
6960,87263879111;8023,03690284906;6522,59500960417;-21;-19;-19
6010,67211479364;7202,85764640986;5560,94157729038;9;5;13
5596,68993945454;6599,31865532454;5125,16533998001;-13;-9;-17
5430,5500857331;6774,13096299282;4895,35095711642;5;3;5
5755,82590985853;6442,97677221964;5689,55059051514;-15;-15;-19
4986,69584087993;5706,971472097;4700,69649487872;11;5;11
4487,04318024391;5552,26351272228;4140,52848665104;-7;-9;-15
4933,95756282363;5233,70087254325;4555,91505024045;1;-3;1
4794,71661128554;5803,25431433389;4755,90518827217;-13;-13;-21
4571,82364619055;5166,91930052292;4207,92126123573;13;9;15
4346,47219158354;5151,94608633859;4154,43829875901;-12;-10;-10
4288,04036407471;4784,75902862549;4151,83576202393;2;2;2
4131,5071174915;4528,93200996595;3803,72750903399;-7;-5;-9
3615,78101750424;4577,00829074257;3348,87293283563;2;6;8
3892,16821206583;4546,74681957348;3792,83393488704;-9;-9;-11
4528,45294539134;5258,2900636461;4330,65356530084;4;4;0
3440,35776191288;3992,81747139825;3372,12443288167;-12;-6;-14
3500,05221470424;3780,06251395089;3337,56994004931;11;9;13
3357,81409999302;3753,57953229632;3267,43281010219;-9;-9;-11
3139,72263902937;3715,69929787772;2857,14977470125;1;3;1
3279,94782460531;3620,15662384033;3246,06852455139;-8;-8;-10
2994,82262332623;3484,78670215607;2890,78943091172;-2;0;0
4097,32630681992;4582,74120235443;3699,74942334493;2;0;0
3233,52593267532;3595,42896452404;3204,37855311802;-1;3;-1
3311,55432528541;3756,30217306955;2999,49062401908;-9;-9;-5
2653,20410301572;2694,78046335493;2668,85842677525;-5;-1;-5
2581,04145201515;2827,63427958769;2152,11178140079;-5;-5;-3
3200,73000526428;3493,93684768677;2748,15058517456;-2;0;-4
3490,58283042908;3758,26222801209;3669,64462089539;-10;-10;-8
3595,3869354248;3892,67548014323;3182,39147644043;-1;1;-1
3430,47740760216;3612,48523536095;3316,54058837891;-9;-13;-9
3732,64307530721;3568,00977579753;3668,26686731974;-4;-2;-2
3159,58295718106;3393,26869929921;2855,59174056487;-3;-1;-3
2103,74386319247;2267,28027898615;1968,95347664573;3;3;3
1643,68239339193;1657,6495191786;1545,06235080295;-1;-1;-1
2729,84046936035;2300,15278625488;2947,40914916992;-2;-2;-2
4244,71011352539;4182,60806846619;4059,08545684814;-8;-6;-8
2674,63614327567;2434,69460623605;2907,14787946429;-1;-1;-1
3118,93428548177;3022,81170654297;3067,90969340007;-2;-2;-2
2487,9807434082;2643,85198974609;2276,85169474284;2;2;2
1723,19641367594;1570,90910085042;1949,2573445638;-2;-2;0
2223,74761454264;2170,4912109375;2310,67817815145;-2;-2;-2
2834,34678649902;2703,88596089681;2517,27731172244;-4;-2;-4
3166,12180175781;3167,12482299805;3126,35406494141;-5;-3;-5
4363,24887695312;3982,56083984375;4086,61538085937;-3;-3;-3
3952,21474609375;4118,17941894531;3711,43889160156;-3;-3;-3
4316,566015625;4119,26318359375;3826,20517578125;-5;-5;-5
4368,8775390625;4127,54936523437;4386,85112304687;-5;-5;-5
3379,31519775391;3097,02984161377;2811,10307006836;-5;-3;-5
2503,77351074219;1953,22558288574;2774,15849609375;-3;-5;-3
3520,97197875977;3436,68600311279;3507,78100585938;-1;-3;-1
2972,49350891113;3635,55905761719;2821,80296630859;-1;1;-1
2861,81469726563;3162,78747558594;2198,06083374023;-3;-3;-3
1943,86274414062;2009,12066650391;2266,70267333984;1;1;-1
1418,17519836426;1862,48374023438;1135,81315612793;-1;1;3
1818,60554199219;2120,44202880859;1516,70859985352;-3;-1;-3
2995,87121582031;2754,99560546875;2485,65258789063;-5;-5;-5
3698,11720581055;3414,77365722656;3845,65611343384;-5;-5;-5
3593,84146728516;3521,2302734375;3127,58788757324;-5;-3;-5
2217,37237091064;2485,17768554688;1871,78346328735;-3;-3;-1
1632,31131591797;1618,601171875;1059,30611841679;-5;-1;-3
2794,95492553711;3480,85151367188;2362,03047180176;-1;-1;-3
4551,61058959961;4504,19381103516;4094,53947143555;-3;-3;-3
4073,27294616699;3391,02843322754;4468,95264892578;-1;-5;-1
4459,54064941406;4659,09787597656;4056,51309814453;-1;-1;-1
2002,49169311523;2152,33737487793;1538,01098022461;-1;-1;-1
1738,10509033203;1554,78177185059;1826,25092315674;-1;-3;-3
2934,38594970703;3231,40007324219;2688,49488525391;-3;-3;-5
4129,67307434082;4331,25928955078;3766,81866455078;-5;-3;-5
2551,70258789063;2940,71797485352;2507,41829833984;-3;-3;-5
2288,7537109375;2552,32888793945;1563,54138336182;-3;-3;-1
1337,25329666138;1584,63199157715;1191,02357177734;-3;-3;1
2043,12877960205;2190,09798583984;1770,69786376953;-3;-5;-3
2995,48494873047;3363,91838378906;2409,8004699707;-3;-3;-1
2831,64640808105;3384,05022583008;2374,97211456299;-1;1;1
3090,38364257813;3303,51370849609;3151,71434326172;-3;-1;-3
3477,98759765625;3569,22653808594;3230,56362304687;-3;-3;-3
2687,74154052734;2641,85465507507;3035,31267089844;-1;-1;-1
3491,65619506836;3579,93562011719;3173,15989990234;-1;-1;-1
2060,7486787796;2381,81252822876;2074,59086914062;-1;-1;-3
2419,42740478516;2339,05631713867;2126,21848144531;-5;-5;-5
2788,56190185547;3070,04345703125;2371,00970458984;-3;-3;-5
2699,79744262695;2489,3194732666;2373,67210922241;-3;-5;-3
2006,35927124023;2133,73078613281;1928,57941894531;-5;-3;-5
1805,98552246094;2114,49602661133;1542,75042724609;-3;-3;-3
717,240406799316;442,351776885986;1052,02241821289;-1;1;-1
2041,86385498047;1905,73125;2265,08427734375;3;1;3
2959,28612060547;3019,65638427734;2581,76666259766;1;1;1
1887,81539916992;1850,39407958984;1466,00753974915;1;1;1
2272,41745605469;1891,9759765625;2199,18364868164;-5;-5;-5
3659,57756347656;3644,93442382813;3434,58544921875;-5;-5;-5
2896,79764709473;2913,33649902344;2722,49230957031;-5;-3;-5
2815,021875;3147,89892578125;2465,98142700195;-3;-3;-5
3553,20974121094;3525,56264648437;3047,16156005859;-3;-3;-3
2637,09421386719;2303,35100097656;2343,09608154297;-3;-3;-3
2881,63958435059;2831,75451049805;2656,05415496826;-3;-1;-1
3209,03941650391;2975,26912536621;3270,38051757812;-3;-3;-3
4142,87326049805;4426,0400390625;3634,12512817383;-1;-1;-3
4290,0845703125;4340,94907226562;4115,12005462646;-5;-5;-5
1879,09415893555;2001,43535461426;1521,43654785156;-3;-1;-3
1353,55110473633;1340,28624572754;1313,50257568359;3;1;3
1094,10517578125;1090,63312988281;857,962713050842;3;3;1
2145,41970214844;2325,29790039062;1851,78820800781;-3;-3;-3
3134,90467529297;2948,18919677734;3030,30666503906;-5;-5;-5
2170,35118408203;2107,7612487793;2111,44041137695;-5;-5;-5
1404,27265319824;1272,17487792969;1158,32720274925;-3;-3;-5
1440,11884765625;1280,95319213867;989,286437988281;-1;-1;1
1369,47397460938;1278,30083007813;1409,5895690918;-1;-1;-1
1041,39064941406;826,220432281494;685,78369140625;-3;-1;-3
2302,2653717041;2633,22440490723;2112,20802612305;-1;1;-1
2595,22678222656;2366,79113769531;2271,16602783203;-3;-3;-3
2156,71323852539;2415,74495391846;1744,39903259277;-1;-1;-1
1073,20740127563;925,408679199219;1107,73513793945;-5;-5;-3
2004,41475830078;1782,41970214844;1932,94231567383;-5;-5;-5
3355,34207763672;3620,87561035156;3208,60045166016;-3;-3;-3
2733,07885742188;2466,18283691406;2715,50922851563;-5;-5;-5
2299,4197265625;2157,24892578125;2019,39889526367;-5;-5;-5
1411,75533447266;1835,96162109375;1405,75901489258;1;1;-1
