R;P;T;RMinus;PMinus;TMinus
1113,12340087891;404,709499359131;727,998315429688;-3;-5;1
2591,61047363281;403,36570892334;623,840798950195;-3;3;-3
2184,26821289062;506,774971008301;622,100707244873;1;-3;1
932,771350097656;473,42470703125;738,005614471436;-1;3;-1
863,027501296997;609,972567749023;822,928457641602;-3;-3;1
3554,69211425781;525,874816894531;713,565447902679;-3;3;-3
2235,79113769531;854,290692138672;769,579377937317;-1;-1;1
3603,83494873047;501,424897766113;838,980495452881;-3;3;-1
2098,35433731079;712,503768920898;770,090191650391;-3;-1;1
1983,08793334961;515,927267456055;850,270239257812;-1;3;-3
1435,86854858398;723,518597602844;829,988798522949;-3;-3;1
3004,86022949219;561,607354736328;737,902097320557;-5;3;-3
2223,88901977539;754,218292236328;852,625018310547;-5;-1;1
2326,5123046875;557,20133972168;803,358023834229;-5;3;-3
1708,5787689209;762,981359863281;751,281628417969;-1;-1;1
1617,62689819336;516,233303070068;745,539683532715;-5;1;-3
1606,27071533203;694,290599060059;805,274462890625;3;-3;1
3004,45510253906;516,462295532227;691,788246917725;1;3;-1
1289,28932495117;703,370764160156;680,143371582031;-3;-3;1
1276,90941772461;529,869435119629;831,926773071289;-3;1;-1
1167,70443725586;734,13543548584;755,345983886719;-1;-3;1
2863,20023193359;602,277504730225;694,871733093262;-3;3;-1
1419,71619033813;753,671691894531;790,665997314453;-3;-3;1
2021,77380371094;600,193142700195;828,145793151856;-3;1;-1
1556,78249206543;717,571640014648;655,251876831055;-1;-3;1
2202,41787109375;531,017381286621;654,091575622559;-3;3;-1
1207,692212677;625,93946762085;691,537377929688;-3;-1;1
1627,05720214844;400,262089645863;638,058671569824;-1;1;-3
892,189855957031;578,805679321289;564,300182342529;-1;-1;1
1348,43340263367;451,343902111053;558,977782821655;1;3;-1
2492,37612304687;461,093912887573;573,781469726562;3;-1;1
860,069931030273;493,803799438477;470,884197998047;-3;1;-3
1320,3916015625;434,308538818359;550,884744262695;-1;-1;1
2195,51978759766;488,028614807129;469,806253051758;-3;1;-3
1871,10606079102;430,701048278809;485,861894226074;-1;1;1
1998,77109375;481,066369628906;378,889627838135;-5;1;-3
1908,04104428291;380,541934204102;422,30920715332;1;1;-1
1253,40680541992;438,279846191406;385,956698608398;1;1;-5
937,581225299835;362,359354400635;367,927119445801;-5;-1;1
2472,72611083984;327,089067840576;365,428882598877;-3;1;-1
1922,55495605469;339,130727767944;351,306555938721;-1;-1;1
2251,89145507813;338,480611038208;375,022039031982;-3;-1;-5
2212,94150390625;339,309662628174;352,960238647461;-1;-1;-3
1637,19748535156;353,061380004883;271,915861606598;-5;-1;-1
1869,68981933594;238,622077941895;331,709683227539;-3;-5;-1
1843,65462646484;274,989199829102;288,01695022583;-3;-3;-3
1232,27820739746;255,97091217041;258,846976470947;-1;-3;-3
1181,95407714844;284,568045043945;316,913652420044;-5;-3;-3
834,57487487793;259,322930908203;260,577465820313;-5;-1;-1
1583,28981170654;211,795098876953;285,191655731201;-1;-1;-3
1600,42486114502;224,06725692749;274,879254150391;1;-1;-1
1549,25166625977;244,988198852539;330,086315155029;1;1;-1
1240,6029296875;249,285302734375;273,806005859375;-3;1;-1
1876,0713973999;244,719131016731;314,703103637695;-1;-1;-3
1250,27681884766;248,585506057739;339,381022644043;-1;1;-1
1187,25543136597;292,485723876953;357,766075134277;-1;-3;-1
1452,051953125;228,286049515009;345,576431274414;-1;3;1
1747,36152954102;285,477560424805;375,328649902344;-3;-1;-3
2096,84112548828;266,812265396118;277,524686431885;-3;-3;-1
2364,11878662109;265,606838226318;327,318368530273;-3;1;-3
1224,52850341797;321,030094909668;429,193569946289;-5;1;1
761,30625;385,657093048096;409,685025024414;-3;-3;-3
2074,20698547363;338,797749090195;351,844799804688;3;1;1
468,745095825195;349,908731079102;499,899554443359;1;-1;-3
1407,23524169922;419,878865146637;429,911835479736;1;1;1
2642,54094238281;365,344959640503;411,63896484375;-3;-1;-3
1425,79378051758;478,08571472168;365,743088531494;-1;-1;3
892,711047363281;351,506376075745;581,518188476563;-5;-1;-3
928,803732299805;499,063739013672;359,943949890137;1;-1;3
2022,18872070313;451,937484741211;496,124032592773;-1;-1;-3
713,962292480469;474,120457458496;491,559252929687;1;-1;3
1329,81395263672;319,667969512939;553,607646179199;-3;-1;-3
2268,23376464844;451,151116943359;450,855841064453;-1;-1;3
1631,18619842529;427,202774810791;504,054547119141;-3;-3;-3
2250,69091796875;428,61833190918;475,200676727295;-1;-1;3
1086,95379638672;434,656674575806;477,869943237305;-5;-3;-3
1455,26101074219;425,745123291016;473,969357299805;-1;-1;3
1215,4698425293;391,189586639404;501,598077392578;-3;1;-3
907,021832275391;506,713385009766;425,577430248261;1;-1;1
1533,22297363281;366,742376327515;598,059387207031;-1;1;-3
1262,04194335937;578,389093017578;461,790763473511;-5;-1;3
2652,07755126953;378,882205200195;553,504925537109;-3;1;-3
1266,04555511475;593,956903076172;429,756652832031;1;-1;3
1608,19086914062;367,3919921875;596,088012695313;1;1;-3
887,048892211914;482,856134033203;427,128504943848;1;-1;1
1277,66774673462;363,266201782227;511,199542236328;-1;1;-3
1053,99258728027;455,062194824219;502,347336578369;1;-1;1
1200,61749267578;409,536505126953;497,255795288086;-1;1;-3
2116,79934082031;486,659317016602;390,312547683716;1;-1;3
1836,05040283203;356,758377075195;489,710220336914;-3;1;-3
1782,72017822266;374,897805404663;453,098763275147;-3;-3;1
1653,88683776855;340,422619628906;409,928142547607;-3;1;-5
1002,51499023437;405,346654510498;385,329144287109;-1;-3;1
1176,9655456543;315,753436279297;441,067517089844;-1;1;-5
1415,75992050171;430,720474243164;380,228447723389;-3;-3;3
1625,13920898438;327,15682477951;342,4779712677;-5;1;-3
1029,21168212891;373,337413024902;358,113592815399;3;-3;3
1567,78052978516;285,709812498093;364,902908706665;1;3;-3
981,746527481079;302,268203735352;283,157170677185;5;-1;1
865,783485937118;258,578265380859;372,512174034119;-1;1;-3
688,618954467773;374,43424987793;286,170086288452;-3;-1;5
1788,07937011719;218,938751745224;305,385549545288;-3;-1;-3
770,00025177002;339,076161956787;280,919302749634;1;-3;1
654,845465087891;189,199133300781;328,35094833374;-5;5;-5
1409,40664978027;293,612161254883;179,709872055054;-3;-5;1
1496,80869140625;265,038807678223;248,935391235352;-5;1;-3
1961,52473144531;294,538050842285;259,258356714249;-5;-3;1
1859,67883300781;217,256672286987;234,264342498779;-1;1;-1
1622,81601257324;264,546942901611;270,472351074219;1;-3;-1
1622,06418457031;272,048512268066;260,30778503418;1;1;-3
1541,81148681641;252,822071456909;281,136666870117;-1;-1;1
1763,97658691406;335,889736938477;262,923348236084;-5;1;1
1747,14682617188;236,782984161377;291,072602844238;-3;-3;-1
968,646936035156;313,392053222656;232,474430847168;-3;1;-1
1087,69993896484;235,69122467041;311,128695678711;1;-1;-1
956,687371826172;265,604043579102;221,09965171814;3;1;-1
1050,76931152344;188,046070861816;265,555633544922;-1;-1;-1
1099,84359130859;288,510720825195;259,895376586914;-1;1;1
1486,34560241699;263,087045288086;270,673678588867;1;-1;-1
1712,49133300781;267,55559387207;274,603375244141;3;1;1
720,526528930664;329,331113433838;273,73677520752;3;-1;-1
1801,12224731445;238,388084411621;306,758676147461;1;-1;1
1206,53771972656;294,812683105469;252,466268920898;-1;1;-1
638,157981872559;290,21237745285;332,806414794922;-1;-3;3
641,19436340332;370,122787475586;288,965174865723;-5;1;-5
1345,67154541016;429,998490905762;266,19134979248;1;-1;3
1434,37094116211;407,430090332031;373,427911376953;-3;1;-3
1191,00948486328;423,985247802734;400,325253295898;-3;-1;3
1089,3258026123;414,234625244141;385,857611083984;-5;1;-3
1047,60823364258;511,014300537109;377,000492858887;-1;-1;3
917,731823730469;453,159582519531;478,955834960938;1;1;-3
863,512295532227;492,275769042969;378,249549865723;5;-1;3
1287,08775024414;380,416806030273;452,100506591797;-3;1;-3
1672,29552001953;520,851629638672;372,182875061035;-1;-1;3
2106,75883789062;320,340408325195;426,584396362305;-1;1;-3
1168,61982803345;450,959196472168;333,201348114014;-1;-1;3
1234,16377410889;300,424002838135;478,871951293945;-3;1;-3
865,775366210937;425,149941253662;352,525140762329;-1;-1;3
1515,44356994629;378,050155639648;435,043486022949;-3;1;-3
495,313863372803;497,501085662842;383,826307678223;-3;-3;3
1952,43660888672;366,116027832031;388,265581512451;-3;1;-3
1633,88220748901;412,512652587891;411,124806213379;1;-3;3
1267,8376739502;420,824118041992;389,559424781799;1;1;-5
1762,76052246094;382,157118988037;409,967374420166;3;-1;3
1470,46804351807;471,502981567383;415,720472717285;-1;1;-3
903,3512550354;450,203059387207;449,060258483887;3;-1;3
1391,16569824219;391,036215209961;437,406072235107;-3;1;-3
1148,12868347168;432,7796875;415,803720855713;-1;-1;3
1145,48954162598;360,778036689758;418,478263092041;-3;3;-3
1284,41519775391;407,011824035645;362,15860786438;3;-3;3
1310,85053710937;330,683294296265;374,071603393555;1;3;-3
831,734628677368;369,392414093018;453,077906012535;4;-2;4
687,748353004456;370,307858467102;425,938939094543;-2;2;-2
1222,06126403809;355,530461549759;338,828758478165;2;0;2
992,939002990723;351,786842346191;379,670570373535;-2;2;-2
701,777918815613;292,927267074585;422,893285751343;-4;-4;0
1141,25541687012;305,692314147949;355,392863273621;-2;2;-4
1599,26260375977;299,971029281616;291,791667938232;0;-2;0
1264,86595916748;231,460371911526;318,404723167419;-4;2;-4
732,623832702637;258,102872848511;276,943011283875;-2;-2;0
732,375995635986;125,57547545433;310,97091293335;-4;0;-4
621,853454589844;202,244100570679;274,033265113831;-2;-4;0
1632,84703063965;207,197514057159;258,438174247742;-2;4;-2
1558,13529968262;205,662675857544;210,385607242584;-2;-2;0
2011,06685384115;198,95445283254;309,237252553304;-1;1;1
970,73154703776;250,223244984945;242,560480435689;1;-1;-1
1926,46887207031;102,587730407715;304,863980611165;1;3;-1
1413,98541259766;338,415969848633;247,460137049357;1;-1;1
1211,8093363444;186,746863365173;251,533126831055;1;1;1
1031,6948445638;261,232151031494;193,574820200602;-3;-1;3
581,351348876953;264,432373046875;426,866722106934;-2;2;0
427,27473449707;343,165084838867;246,659469604492;2;-2;0
2215,15686035156;184,757129669189;235,385313034058;0;2;0
1238,79693603516;286,601089477539;247,155609130859;0;-2;0
223,089900970459;79,0245342254639;271,051406860352;0;2;0
571,94115447998;166,61930847168;145,924529194832;0;-2;0
660,797973632813;173,527454376221;165,188823699951;2;2;0
326,413047790527;105,034069061279;144,443243026733;0;-2;0
421,550201416016;18,9754962921143;77,1021614074707;-2;0;0
197,18399810791;64,9541034698486;115,304906845093;0;2;0
842,674713134766;47,1494672298431;69,8772397041321;0;0;0
1269,54766845703;74,5540542602539;107,277942657471;0;0;0
323,064138412476;184,399711608887;33,8026052713394;2;2;0
508,23176574707;100,738336205482;134,46858215332;0;0;0
139,035005569458;117,223010063171;72,5054187774658;2;0;-2
741,894287109375;20,7227458953857;121,78454208374;-2;0;0
1308,51843261719;133,274753570557;8,25385494530201;-2;2;0
1676,53826904297;36,1924133300781;54,0171718597412;0;2;-2
595,919372558594;157,26050567627;1,76788419485092;0;0;0
1232,19689941406;208,748229980469;87,5842170715332;0;0;-2
1882,10302734375;167,615749359131;122,65230178833;0;0;0
327,075103759766;86,325325012207;190,585525512695;-1;1;-1
209,456802368164;240,285522460938;93,7213439941406;1;-1;1
530,868469238281;160,989639282227;227,049789428711;-1;1;-1
846,906921386719;337,355590820313;161,677719116211;-1;-1;1
1986,42297363281;92,9233474731445;212,467147827148;-1;1;-1
1495,64831542969;308,199951171875;204,783737182617;-1;-1;1
579,892150878906;142,44905090332;327,152557373047;-1;1;-1
353,345489501953;388,943725585938;200,50666809082;1;-1;1
1220,84289550781;284,993469238281;273,277526855469;-1;1;-1
734,528198242188;366,615844726563;243,423568725586;-1;-1;1
1015,59735107422;116,276550292969;294,278930664063;-1;1;-1
672,033264160156;255,850189208984;234,800277709961;-1;-1;1
493,452728271484;220,659561157227;179,166381835938;-1;1;-1
1075,68786621094;166,839553833008;112,624557495117;1;-1;1
606,827087402344;70,1455307006836;205,196136474609;1;1;-1
683,933715820313;49,7716865539551;219,752563476563;-1;-1;1
579,819641113281;162,146240234375;77,6644592285156;-1;1;-1
1208,05517578125;149,066131591797;171,231918334961;1;-1;1
1306,45104980469;270,789855957031;204,331008911133;1;1;-1
1285,2001953125;91,3221206665039;205,432495117188;1;-1;1
243,347198486328;233,934326171875;135,295974731445;1;1;-1
132,039001464844;148,739532470703;260,277740478516;1;-1;1
11,9571647644043;271,351745605469;105,059700012207;1;1;-1
1664,98681640625;77,905403137207;106,013946533203;1;-1;1
1485,66906738281;119,991455078125;106,70287322998;1;1;-1
94,8681640625;48,1205520629883;134,631759643555;1;1;1
425,367156982422;64,6544494628906;2,41418147087097;-1;1;1
138,136260986328;82,3471069335938;6,13320255279541;1;-1;-1
