R;P;T;RMinus;PMinus;TMinus
3849,72298408767;1044,09260006274;524,543782958203;-37;-25;-29
3472,53307290213;928,030411685535;494,142844483852;-45;-33;-21
3599,8098107216;858,886660476064;459,315665335156;-50;-20;-16
3510,25803315428;788,146423356244;419,806547224169;-37;-25;-11
3508,58224762542;794,325040569788;398,698550783381;-34;-22;-16
3533,06323008924;758,610168278217;377,354666239507;-20;-22;-20
3453,19925501727;781,66837426329;356,855535424274;-6;-26;-12
3731,2269322155;710,145044498327;358,3174884203;-17;-17;-15
3543,29662224099;719,604478191446;361,186756793548;-18;-16;-10
3283,40079422792;697,169966001064;363,289132756491;10;-10;-8
3321,74346653799;661,467223960362;344,405234028784;-17;-11;-11
3357,3810343682;702,197141713734;350,772166418124;-29;-17;-5
3098,37639535798;680,398522628678;339,607707642847;-22;-18;-6
3225,22209344394;631,674914788509;309,126168976659;-5;-9;-11
3100,28674171084;601,402721974112;283,087210778206;-23;-11;-7
3229,3788579594;586,042794106223;281,860157073628;-1;-17;-3
3615,78647224271;571,54865484335;290,880893624559;-3;-7;-3
3390,28194106709;584,036186489192;316,875941235911;0;-8;0
3308,3390244704;655,568275683965;342,15694211538;-5;3;5
3784,2197894454;735,299085706472;419,170434102416;4;-4;4
3671,09141438802;760,981344000498;432,213248135646;4;-2;-4
4190,78003399189;842,130193281632;482,42437673532;0;-12;2
3377,712442481;905,731302634529;506,158697128296;-3;-11;-3
2898,04817685214;864,944150816311;478,622653465379;-6;-10;2
3629,64273370396;825,067224025726;436,849237051877;2;-10;2
3022,84143066406;900,919040679932;455,160717512432;7;-7;-3
3373,60854848226;878,759717411465;421,585384872225;8;-4;2
2259,80976412031;831,534219635857;381,361755384339;0;-6;0
2006,21669685139;804,345216863296;337,30185664752;1;-1;-1
2115,65275039673;858,841133117676;322,938147226969;1;-3;-1
2288,5942721049;756,993121337891;298,911506144206;1;-1;1
2670,34680506388;683,920295715332;283,232633463542;3;-3;-1
2820,55557250977;606,900063650949;258,258729287556;-6;0;-2
2824,63440704346;564,799971410206;244,02118240084;6;-2;-6
2570,27195358276;555,030254364014;240,390883078942;3;1;-5
2008,96698509563;637,002852006392;248,667937235399;3;1;-5
2001,56990475125;744,101147545709;279,412912898594;5;3;-3
2393,58878871373;879,81338936942;369,150396619524;1;1;-1
2062,95804268973;818,294771466936;385,124012129647;-1;1;-1
1617,4127066476;716,164099557059;412,481534412929;3;1;-1
3210,71105957031;731,328863779704;459,925118764242;2;2;0
1989,76501719157;687,488693237305;408,336231231689;0;2;0
1468,46728515625;808,323333740234;358,149742507935;3;3;-1
1514,35678100586;1050,75603485107;317,510484695435;0;4;0
2259,67657470703;1051,71026611328;185,700847864151;0;4;2
1531,48036193848;1013,51473999023;212,892614841461;0;4;2
2544,30880737305;910,508247375488;189,306780695915;-2;4;2
2980,6819152832;758,114307403564;177,437221288681;-2;4;4
3487,24861653646;739,655166625977;178,238300959269;-3;3;3
3016,14647420247;532,283393859863;130,804071426392;-3;3;3
9,15754508972168;643,357421875;154,837768554688;1;1;1
