R;P;T
49,9640404683125;96,2526314394848;42,9487092160496
31,5563092280095;74,8334683124444;26,8740361400036
28,5045573964522;76,3547758557824;27,0020797063565
26,1326815503066;67,6641228014672;24,8488305723362
25,196767586473;68,5916218708776;24,0478630843957
23,9318329578231;65,7535350494752;22,7421745513688
22,2983886954037;68,3141137825101;22,8528734996697
20,9907200089556;72,8160535113188;24,5278568061336
20,8901011870022;63,9218584402483;23,8129597143981
20,3787347804883;65,864218572467;21,9935606450465
20,5553760820338;76,9886018752404;24,4036885799905
19,6638946851404;72,2182907732251;24,1875953170861
20,4236566377859;72,8375949271467;24,7241741071128
17,8167289398923;70,5623605471555;22,6971559710124
16,775912977162;70,696689806784;23,2991569106365
18,1322101600076;73,1965073131888;23,9274691271066
18,5350305660545;66,0032180086781;23,7062093594179
17,8225207078986;73,3113617539625;24,2382813633439
17,3536742366442;68,9331926010915;21,8205191059676
16,0937525650825;68,4563630899433;22,7973277689538
15,9832593449702;63,376708824631;21,9734057480818
15,0092172790046;64,0898860641326;22,7631770047996
15,6593284419821;67,3546122744588;22,1663309952493
15,3968222354706;66,2033191660894;22,280895851283
17,1170747050107;69,7275968221161;22,9922710025704
16,108522714706;65,3565130025185;22,6998442798824
15,7944505833711;66,5883221952156;23,1140014010564
16,9558555116506;63,4061513975164;21,5000431087826
16,7376702973964;69,2882532520692;22,1678994523911
15,4239417185093;65,7471749868022;21,4268414387955
15,1002788997869;65,477444851339;22,1750891527345
15,3028409369727;62,9226552523477;21,4912630142965
15,1040000897176;62,2715538257304;20,6574759085101
14,9027509381746;63,8906335623009;22,3453332418801
15,0035309859068;59,7567312698956;22,098217555997
14,9024721827487;60,1732509725714;21,4555618915195
15,7244192965483;61,1203332923912;22,3244139036486
15,399259857811;61,6160372506792;22,0812983578687
14,9354039118931;62,583383726089;21,6180441838177
15,5029345312052;56,1715751701315;21,6154279926969
14,6598072081366;60,652196637564;21,9781294599786
13,938372641499;57,2291481396609;20,6728208734503
15,2707019310539;60,7419187905794;21,2625033776739
15,6190390462772;58,8059804412491;21,3176087257505
15,3696403264098;60,4763179663407;20,4543646045343
15,3009504520776;61,6192526170162;21,9496686168386
15,1529370483548;59,7115743486298;22,1940855237492
14,0651674108598;56,4861346681927;20,7253604208523
14,7914156652966;57,792519729003;20,3934631544998
15,059561991147;54,478852554845;20,2450499420385
14,7660280771198;55,5978428367134;20,5619595223399
16,3783396898566;56,9533373634773;21,0915513037082
14,9861774378263;60,1865085016185;22,5584541816439
15,6685966861636;56,5883672927023;20,0150345625237
16,0035010281261;56,2189379947133;20,1726858368334
16,0175329413115;57,8578587034062;20,6067661510932
15,9403696254822;55,9584940533513;19,5370197978666
14,8061153497795;55,7061467163081;20,225890071587
15,2665493485487;54,5062042119536;20,1817194078046
15,1016638709342;54,0387612458147;19,3342898883367
14,2189421831826;55,6060526215977;19,555569213592
14,468835903263;56,2647882927959;19,3044271183577
15,1642853529096;53,1139211292399;19,170813189973
14,4369082753977;52,3377739045597;19,5950647001311
14,1944342783206;53,8939529813908;18,6432448684145
14,1228138699794;54,4486531416707;19,757045828207
15,2654243737593;54,8786387671115;19,5737259009647
14,7680400618229;53,2694291880003;18,9009948004677
14,5567632688871;52,4237319204419;18,8113164746031
15,8608753015427;52,909201391746;19,0142023771477
15,6761320156071;54,6445762852139;19,5114784102259
16,1917986994655;52,2292281194046;18,7817406959066
15,3922036535545;53,6967118351759;18,0582209122493
15,0064704857087;51,1156339265129;19,1821548104477
14,5342397570482;54,410162608184;18,4124952411741
15,3981246274073;53,893062603895;18,6470951523933
15,2227147939178;53,8771459107541;18,5085637308586
16,2212871496801;52,8379326067248;18,2522845683393
15,8852139145519;53,3060186237033;17,9521990600918
15,4593576027705;52,6962550047352;19,4018101057764
15,7305264712034;51,1942549161838;18,4830463397402
15,27739644067;52,8125913428019;19,4337479968291
16,1823140839272;52,4227366247199;18,693390762674
17,0646065466821;50,6516691932278;19,1678525712958
16,6950071783433;52,7572069019944;18,9780692162609
16,0376773781749;49,1437860809514;18,6553349323485
15,0382245050918;52,6713343584667;18,3335460528957
15,2142421018171;49,8702133666857;19,118652205297
13,5821378551991;47,0143908517614;17,3749764759265
13,9554849778669;45,9216521679711;17,2481674939247
14,0700108744075;44,2478570798488;18,1602254709272
14,3549112156185;46,9342305288493;17,9610933134698
13,0262257299357;46,476553306277;16,971758827699
14,2939160804461;48,4422427205189;17,9349628230997
13,7287159045208;47,7886558133818;18,3817926786129
14,8206315592827;50,0592252789649;18,5706271382767
14,5825016306716;49,3985548615737;17,1256618392726
14,961335355878;49,3927360137812;18,6040020418439
14,8270847197864;47,1484238941596;17,2874467131745
16,1700301680757;49,6593601109424;18,2667681238202
14,356946185487;51,1507663853294;17,9672715366005
14,047269166047;49,6219038507009;18,5286080268454
13,3023886890845;46,5825914921298;16,6964355276157
13,6744699392579;50,0306384961226;17,1362488689647
14,3100659214861;47,6334286346205;18,4210375072769
14,4824401746042;47,8650211350528;18,2688997299832
13,9070713996305;44,1178329102679;17,2894870516705
13,7575486046621;50,2209880222664;17,5271234953923
15,067669553118;47,3748844548134;18,0693595048633
15,6063291335223;49,3806919586842;16,9947982626914
14,88307833016;46,5347352949618;17,8973044067821
14,6907618507131;47,9423390700208;18,2344883567298
15,7524087368697;44,6091129809383;17,1999632746499
16,5697433515235;45,2345372009869;15,4929860092746
15,4663972274725;44,8573635144288;18,4050770237061
15,8517925188097;45,1505193448257;16,2582302685935
14,9683086131054;48,7750562377841;17,1752411987665
16,2432270411601;47,5197799292668;16,3095825859444
15,6909629503968;45,8375987703349;18,1595140980468
15,1825587731105;44,0945303152924;16,2006484100621
15,4644846420199;48,130636388844;17,1725739192709
16,5236138901928;44,88128387474;16,7150315054994
16,2396449751426;46,8159175404942;16,0814553166853
15,639942994256;44,7286733593701;15,2883572566232
15,9042224927008;46,2390222050048;15,8871018095673
15,8299495341592;45,4326604302185;17,0857459247516
15,96847879627;44,2028822978539;15,9557077899756
15,897849155436;46,0014763518389;16,488516960876
14,6043718676307;45,4765531253377;16,0145721932208
15,4236100868551;46,9338962874761;16,9128464467215
15,0423913867056;48,8859986355477;17,4910079767467
15,586720843758;47,9218957779302;15,8572577569497
15,7448901934152;47,0542679086639;17,6114584910205
15,4412376441738;44,7887180836983;16,2753070844867
15,9926885345463;46,9065115439643;16,0435381419341
16,2837906798131;47,6877407231469;15,8977328560835
16,2322910741007;46,5864977559928;16,2592761690884
17,1055316144763;43,0821195722074;15,9742962784486
16,497634090065;45,1871041996222;16,9332444766307
16,892916790725;46,9604815326564;16,4036945666362
16,4945943581647;46,4605946137637;15,659321336227
17,2710274458641;45,8770204313534;14,9951656487724
17,1981188241324;46,2213798611134;16,0826911278746
15,2614913312949;46,8415679845929;14,8547680166687
15,5039146960099;47,0032888216011;15,9785919809304
15,1235070318411;42,7798290069352;15,5381062310586
15,7842601146824;44,2372436438125;13,9662932940333
16,7375681109882;47,0432643064941;16,335251478521
14,885715908628;47,4570441479013;15,5095375844512
16,2983267592204;42,489506192151;14,9600702864573
16,2300594812087;43,1633104936744;14,577689556802
15,9641990064639;47,3063702048669;15,4858096368159
16,8071510331996;43,2175387781474;15,6102730947633
15,2433671940547;44,7095596542986;14,2821727100565
15,6471428078546;44,9519714873349;14,7198775127945
16,4183446811778;43,5195785763758;14,428040721977
15,9863487685191;44,5764222145141;15,17342921811
15,809191456878;45,0163839606072;15,2979341058975
15,2630618208048;44,0861072757377;14,4959514791003
16,960007207738;41,1112611383125;13,3082337582803
16,3127783386631;43,5917937639384;14,8075010961093
16,1366011544552;43,7698448804985;14,2366395854594
15,7051520566302;43,7930907935203;13,7243824821591
16,3177584231184;43,2206463440263;14,7829519382801
16,3151819856804;39,3606240718462;14,341567520001
16,5398121477037;42,171108390073;15,4654638916399
16,4192556420599;43,820229070882;14,7470512381361
16,6779625120728;43,0206187082405;14,4545056572267
16,0388597955243;39,6323619480353;13,379835152248
16,0529433816169;36,6520735836113;14,134751689783
17,0712657405494;39,0121360546476;14,6419877095476
16,5031583180459;41,6567582860688;15,0727153139944
15,7662395118702;37,7143758251805;13,4291873339326
14,0397926276624;38,0205627595417;14,2754707778012
15,1011538942173;40,4629629810103;12,5384875884442
15,6376363541058;38,7505289131179;13,8185834710537
15,5371641186606;40,7054763423005;13,4007512179344
16,1600797944813;35,7964940700621;12,2079706028857
16,9689368297147;38,9689943555879;13,640376762609
17,3270977334052;45,6579912768482;13,581797834627
15,5610913447176;40,2068550796476;14,7624025257689
17,0176275931543;43,2754442795592;14,2416390479527
17,7679246130711;40,5891577568621;13,5360794316719
17,6151344933802;39,6030854807349;14,9641962009052
16,5090273128124;37,0937483324646;14,4229277747187
14,8815401967017;39,3604149891571;12,9676079508926
16,8583363583852;35,3347320769904;14,1249382412563
16,4045291700063;36,665380453285;13,5576406602458
15,704268190305;39,4293829249889;14,2035341345342
15,3307914055297;41,0603836800406;14,7413970077624
17,0997959019661;37,8009559534209;13,8387156032721
17,6024922657108;36,0950109186701;14,1134651392136
16,6443893597902;39,0682827558024;13,5483587412843
17,2619315491135;39,7580753766741;13,0944422464158
19,1837046785028;36,7469505129889;13,9417014163273
19,2306146651848;35,8679675410164;13,0975071972798
17,676670360061;36,7464832158128;13,1902484871725
17,3745290552064;40,9245779736528;13,7203089883685
19,6379999760387;34,0010966077978;13,9218899207929
18,0962951573255;37,2221845757555;13,5182428623033
15,6714448184234;35,9135585300638;11,2393067042228
15,8121406535776;37,844129338061;14,0211507268104
17,9424384587259;40,1610706122113;14,1517730593674
17,8387349709656;35,5620876441582;12,9048792141154
16,1406590264579;37,6475421573761;13,8168174054206
16,1068271725234;38,4838289341311;13,1461504001281
17,3462324922796;35,4846650808596;12,5218227086379
18,5051042680538;38,1460431024618;13,6778968938458
17,7001863283906;35,020622194603;13,707945712912
17,9781826772583;36,8289417296976;12,8250689561123
19,7214796019389;37,7948540266548;14,5815114843212
19,9189868873632;36,8639828594317;14,2856177716231
19,9831452743616;34,9773959817588;14,1699404381132
19,4056053849943;37,9880439358018;12,8241405984722
20,8234107922056;34,426337201735;13,7254431580149
18,9174423918905;38,5297027526891;13,386467962629
18,6724390544305;37,6774617811068;12,1837042630354
18,7759505806643;33,7156718147036;13,4452399477114
18,4724276018504;35,3065046759555;12,1667541909536
17,9902486255837;38,5442386348128;12,6041224721788
16,2656824191726;34,6183466936623;12,113540024643
18,9743472576102;34,6122074577749;11,4228344873545
18,5961429989244;36,3762435360442;13,7052643056123
19,4581974001737;34,6466802944921;13,1904941090151
18,2449397197182;40,2298507977413;11,9880451158829
19,5656250748378;33,4668800399274;11,1031118837752
20,1771542635547;37,3674873020774;13,3248657291596
18,628500224007;36,2406265123989;11,9759396038671
19,1134004361214;37,0069769203903;12,1542695919339
19,0169644813369;31,0957082140371;13,473819581456
20,2717347451722;35,4831016296816;12,9084288116473
19,0667880022334;36,6141439398383;12,8710316265805
18,5850441480905;38,2047346057199;12,5543516595067
19,2548909085216;34,0154842604038;12,1642304567223
19,6060015629736;31,7835173309022;11,5197672165501
20,1201906878978;39,2871912264384;12,1686641509038
20,0988510074925;38,809913757743;12,9321406769955
20,4357760299287;35,1689345573101;12,8935331676138
20,2235359492845;31,0480391278907;12,6516799878595
20,0310563824729;35,3787759213353;12,3008149508589
21,2423549776443;36,5508128283682;13,8445856278734
22,5213963016314;35,3741749951012;12,7777329795639
21,1225228918852;32,4961078265811;12,5833223092659
20,5287648568041;37,1464509323348;12,8266223038888
20,53068152486;33,6255093916692;11,8643085559132
20,7002783204443;34,5636955318679;12,7421715314959
20,9496431419213;34,2083824345141;11,6397397279471
19,8229623827654;34,8594492777692;12,0035657948814
21,0981466698242;36,5468314346917;12,7275949340522
19,3344900737183;33,782630222971;12,0227931730814
19,1885573568599;32,4729369549391;11,9643954213916
18,238720291209;33,535476697662;12,4038586643897
19,0429331844563;39,0016831737121;12,4735808055848
19,0444980679852;39,6961956071276;11,662448209381
20,9332969707379;38,3774778387044;12,7159587062953
18,844587851459;34,8238440675016;13,654353631123
19,1675942621614;33,6956023427508;12,2397358597527
18,9284334329423;35,2178747793721;11,9443665859657
17,1165969351515;38,3188635999043;11,6292940345838
16,9119923537575;37,3702398721979;12,2108146722535
16,5365844768378;38,1685998339329;11,492913039685
15,8631976354925;36,029327009594;12,2848626319702
15,5724777910948;35,4796284563929;11,6629542642566
15,8322554922052;37,6246511131397;12,0810657026969
14,4411607953662;32,7594910380042;12,4124002377244
15,349978773783;32,9283626461711;11,5027249995456
16,319593645688;37,0316923175952;12,3013815168016
17,8127254157481;34,3548100008529;12,2712710598122
18,2998126909531;34,8768575306723;13,9196138537156
17,2384171752526;38,4221908233252;12,1815606211038
16,609345071887;31,9843936868081;13,0187661538383
16,2916362653313;36,2464556778406;11,6968153310217
16,7939767247038;32,0775181021778;12,4927602623548
17,2907059610002;35,7584025613255;13,4008650725744
17,0565163361519;31,0410032389813;13,2991104512193
15,4986327552857;40,0010125467723;13,0008393114743
18,2768030655464;39,9263254395537;12,0325109571812
18,3499744981812;33,744902726533;11,6882166892578
16,4546328728302;31,7913661197544;10,6812819950426
18,2700410910283;36,8088071841942;14,3705116634856
19,0879763885532;35,6469337078877;13,4194960417299
19,9712800511043;35,7562744544703;11,7500658704594
21,3333688687701;31,7296436736584;12,5049104675837
19,9961768749878;39,5783096085638;13,2660226032734
17,715531959957;42,4618849344702;13,7144529916714
19,0878276647394;39,6775295389892;14,6481163929504
19,2234554193138;39,1538495010425;14,6066474185636
18,1098268264594;39,2569027535928;12,0306141262564
17,2374306118775;36,033868894012;13,305532500955
14,6502362771891;37,8426078299216;11,7547645400336
14,9259301844634;38,9889106358099;12,3188980581223
15,0092761015572;35,9048782982994;13,6052495415766
14,714836290125;41,4452913907742;14,8669850693368
14,1079223265331;40,9756725366398;13,9472464331656
14,6400268931161;47,4366353241782;14,4328886705506
14,1683740623273;47,665949247844;13,0278357240105
14,7623863341869;44,6772238812206;14,04120155829
15,4125137292855;41,4168871960578;14,8933538884126
14,5843576844249;48,7527350657353;15,6597443390904
14,7914295869825;52,7797004581593;16,3227858399863
14,7955123498415;54,0047951008504;17,7072439488024
15,5006775629233;52,0846642645305;15,6433529349763
14,4210504174698;61,8763214501419;14,3554991161717
12,7040249325622;60,6626215089972;15,0175235363153
13,8882224899911;53,9042332001651;16,1023121941835
13,7287251510742;50,4537417578765;18,1767567248422
12,2430948457399;58,7304804148369;16,9739660028975
12,1986246030512;57,9305518556918;22,4585894222061
12,0850221830908;77,6061656189462;15,4413369329912
12,2405934240101;51,9749585964331;14,3881322860082
14,2052196867477;48,5438790686238;20,144244129077
15,8513759979427;63,9964272891612;19,406008044944
14,0865781534659;61,751308541941;17,6159298263098
13,4226936428675;63,866583602769;16,7718567984445
12,9695817796247;57,9594931857927;14,3424122695412
13,6106671786895;66,9649484952291;13,1617096012289
14,7489744790576;58,0850238511057;16,8925935318976
17,4339407874328;76,2156362389073;22,1975802052202
17,7548711164431;72,0764070279671;18,7898349581343
16,3210575590531;72,5151734789213;21,4564056232572
16,8997747153044;77,1384916146596;21,1664501309395
16,3655726754844;65,4436251154313;20,0514657778236
14,4936960949921;59,3014298287722;19,1628008610927
16,2678064674139;73,5585777616501;21,1115686798096
16,5315546143055;82,1118104362488;23,1226436185837
13,6142490183314;67,562252342701;23,6278322897851
12,8293166458607;55,2951220533122;18,1991494012916
10,9083062441534;51,8883129047311;13,9669663076815
8,88840801836479;73,542496238436;25,7093792983464
9,33645956218243;73,9133880403307;16,004968740046
11,1568639222533;79,7943646907806;20,2856878174676
8,75931199060546;44,5326725906796;14,7405303319295
5,96367766994696;68,4043884369043;10,956769036559
9,67989430915226;93,4807910268957;15,4524100693789
7,46651386641897;76,0542416036129;9,73245536088944
5,95020740266357;50,9067579678127;16,0417695726667
12,9822737812996;50,4945990562439;22,2559564590454
17,2386099845171;32,422091960907;17,8424782752991
14,9300168156624;52,5688799619675;28,6043541431427
10,5941371023655;64,6923049688339;30,3015196323395
2,99877196550369;18,694562330842;18,6647910773754
8,9390568335851;50,429794549942;28,0231521924337
17,4708078801632;32,709005355835;21,2113990783691
33,0960338711739;6,61391615867615;11,2187058925629
31,8280252814293;4,40544119477272;10,4207735061646
23,2312169075012;5,50811648368835;11,9384860992432
9,71851086616516;6,69479489326477;18,13929438591
7,62478184700012;7,37615811824799;15,6302168369293
